1,3.3,5.23
2,3.24,5.22
3,3.19,5.19
4,3.14,5.16
5,3.09,5.12
6,3.04,5.05
7,3,4.97
8,2.95,4.87
9,2.91,4.72
10,2.87,4.63
11,2.83,4.5
12,2.79,4.35
13,2.75,4.2
14,2.71,4.06
15,2.68,3.89
